label,text
0,"TOPIC: We should further exploit geothermal energy [SEP] Geothermal energy is an enormous, underused heat and power resource that is clean (emits little or no greenhouse gases), reliable (average system availability of 95%), and homegrown (making populations less dependent on oil). [SEP] Geothermal energy, which is used for heating and electricity production in some regions of the Northern Caucasus and the Far East, is the most developed renewable energy source in Russia."
1,"TOPIC: We should prohibit hydraulic fracturing [SEP] Proponents say that hydraulic fracturing would give the United States energy independence, however, United States oil and natural gas companies have recently sought to build a new pipeline through Pennsylvania and Maryland to new liquid natural gas export terminals in Maryland, in order to increase profits by exporting gas to Europe and Asia (e.g., [SEP] In 2004, the EPA released a study that concluded the threat to drinking water from hydraulic fracturing was minimal and the Energy Policy Act of 2005 exempted fractured wells from being re-classified as injection wells, which would place them under federal regulation under the Safe Drinking Water Act."
1,"TOPIC: We should subsidize biofuels [SEP] Notwithstanding the above noted study, numerous studies have shown that biomass fuels have significantly less impact on the environment than fossil based fuels. [SEP] According to the Rocky Mountain Institute, sound biofuel production practices would not hamper food and fibre production, nor cause water or environmental problems, and would enhance soil fertility."
1,TOPIC: We should legalize cannabis [SEP] Smaller studies have implicated cannabis use in the development of bladder cancer and testicular germ cell tumors. [SEP] A poll conducted by The Mercury in October 2011 showed that 71% of Australians want Cannabis legalised.
0,"TOPIC: We should legalize prostitution [SEP] Farley is a leading proponent of the abolitionist view of prostitution holding that prostitution is inherently exploitive and traumatizing, and should therefore be abolished. [SEP] Fernando Gabeira founder of the Green Party has been a strong voice for sex workers' rights in Brazil and introduced legislation in Congress to recognise prostitution as a profession."
1,"TOPIC: We should further exploit wind turbines [SEP] In the 1890s a Danish scientist, Poul la Cour, constructed wind turbines to generate electricity, which was then used to produce hydrogen for experiments and light and the Askov Highschool. [SEP] For example, WinWinD, a company that creates innovative wind turbines, uses Digital Prototyping to optimize the energy production of wind-power turbines for varying wind conditions."
1,"TOPIC: We should prohibit corporal punishment [SEP] On social issues, Harper argued for parental rights to use corporal punishment against their children and supported raising the age of sexual consent. [SEP] Corporal punishment was linked with nine other negative outcomes, including increased rates of aggression, delinquency, mental health problems, problems in relationships with their parents, and likelihood of being physically abused."
1,TOPIC: We should ban partial birth abortions [SEP] NARAL endorsed Sestak in the 2010 Democratic primary over Specter because of Sestak's opposition to a ban on partial birth abortion. [SEP] Brownback also supports parental notification for minors who seek an abortion and opposes Partial Birth Abortion.
1,"TOPIC: We should abolish the monarchy [SEP] A fifth poll, conducted by Harris-Decima for The Canadian Press a few days ahead of the Queen's nine-day visit to Canada in June, found that nearly half of Canadians, 48%, consider the monarchy to be a relic of our colonial past that has no place in Canada today. [SEP] Polls indicate that many New Zealanders see the monarchy as being of little day-to-day relevance; a One News Colmar Brunton poll in 2002 found that 58% of the population believed the monarchy has little or no relevance to their lives."
1,"TOPIC: We should abolish the monarchy [SEP] Moreover, Leonardo Bruni (1370-1444) asserted, based on Tacitus's pronouncements in the introduction to the Histories, that republican government made better men, whereas monarchy was inimical to human virtue (see Tacitean studies). [SEP] The polling conducted by the Morgan Poll in May 2011 showed the support for the monarchy was now 55% (up 17% since 1999), whereas the support for a republic was at 34% (down 20%)."
0,"TOPIC: We should abolish the monarchy [SEP] The polling conducted by the Morgan Poll in May 2011 showed the support for the monarchy was now 55% (up 17% since 1999), whereas the support for a republic was at 34% (down 20%). [SEP] Comparing laws in the various forms of government, Shcherbatov pointed out the advantage of the monarchy, which, having its solid established laws could provide for its citizens' security for their lives, property and tranquility."
1,"TOPIC: We should prohibit hydraulic fracturing [SEP] During the 2012 presidential campaign, GOP Primary Candidate Rick Perry cited a study funded by the Marcellus Shale Coalition that fracking the Marcellus Formation is expected to create a quarter million jobs under the current policies of the Obama administration. [SEP] The NYC Dept. of Environmental Protection's position: While DEP is mindful of the potential economic opportunity that this represents for the State, hydraulic fracturing poses an unacceptable threat to the unfiltered water supply of nine million New Yorkers and cannot safely be permitted with the New York City watershed. ."
0,"TOPIC: We should further exploit hydroelectric dams [SEP] By harnessing the abundant hydroelectric and geothermal power sources, Iceland's renewable energy industry provides over 70% of all the nation's primary energy - proportionally more than any other country - with 99.9% of Iceland's electricity being generated from renewables. [SEP] In 1906, W.W. Van Arsdale formed the Eel River Power and Irrigation Company and contracted with the city of Ukiah for a hydroelectric generating station to increase electricity supply for the city."
1,"TOPIC: We should further exploit hydroelectric dams [SEP] At its point of origin, Uganda has built three hydroelectric dams which provide electricity to many citizens in Uganda and neighboring countries. [SEP] The United States currently has over 2,000 hydroelectric power plants which supply 49% of its renewable electricity."
0,"TOPIC: We should prohibit hydraulic fracturing [SEP] Encana's hydraulic fracturing operations in the United States are visible in the 2010 documentary, Gasland, which alleges that hydraulic fracturing causes pollution of ground and surface water, as well as air and soil pollution. [SEP] In response to calls to ban fracking in parts of New York, the Manhattan Institute released a report in 2011 projecting that allowing fracking would stimulate the state economy to the tune of $11 billion."
0,"TOPIC: We should subsidize condoms [SEP] Some senior Catholic authorities, such as Belgian Cardinal Emeritus Godfried Danneels, believe the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder. [SEP] Given the premise that some adolescents are going to have sex, a harm-reductionist approach supports a sexual education which emphasizes the use of protective devices like condoms and dental dams to protect against unwanted pregnancy and the transmission of STIs."
1,"TOPIC: We should ban male infant circumcision [SEP] The World Health Organization (WHO) said: Although these results demonstrate that male circumcision reduces the risk of men becoming infected with HIV, the UN agencies emphasize that it does not provide complete protection against HIV infection. [SEP] Boyle et al. (2002) state that circumcision may result in psychological harm, including post-traumatic stress disorder (PTSD), citing a study reporting high rates of PTSD among Filipino boys after either ritual or medical circumcision."
0,"TOPIC: Sex education should be mandatory [SEP] Public opinion polls conducted over the years have found that the majority of Americans favor broader sex education programs over those that teach only abstinence, although abstinence educators recently published poll data with the totally opposite conclusion. [SEP] Public opinion polls conducted over the years have found that the vast majority of Americans favor broader sex education programs over those that teach only abstinence, although abstinence educators recently published poll data with the opposite conclusion."
1,TOPIC: Sex education should be mandatory [SEP] The program also promoted character and sex education as a means of preventing the spread of STIs. [SEP] Clinton believes that the acceptance and availability of birth control and sex education will reduce unwanted pregnancies and the number of abortions.
1,"TOPIC: Homeschooling should be banned [SEP] Home-schooling is important in Frazier Park and surrounding areas, according to a March 2008 report in the Mountain Enterprise, which added: Per capita, the Mountain Communities may have one of the highest rates of homeschooling in the state, far above the national average of 2 to 4 percent, Holly Van Houten . . [SEP] In September 2006, the European Court of Human Rights upheld the German ban on homeschooling, stating parents may not refuse.. [compulsory schooling] on the basis of their convictions, and adding that the right to education calls for regulation by the State."
0,"TOPIC: We should legalize prostitution [SEP] The Association for the Promotion of Women in Romania opposes legalized prostitution, as they view prostitution as another form of violence against women and girls. [SEP] The highest courts of Germany repeatedly ruled that prostitution offends good moral order (verstößt gegen die guten Sitten), with several legal consequences."
0,TOPIC: We should subsidize biofuels [SEP] Other independent LCA studies show that biofuels save around 50% of the CO2 emissions of the equivalent fossil fuels. [SEP] The World Bank lists the effect of biofuels as an important contributor to higher food prices.
0,"TOPIC: We should abolish the monarchy [SEP] A 2002 poll by EKOS Research Associates found that the majority 52% of Canadians think that the monarchy is an outdated and regressive institution that has no real relevance to most of Canadians today. [SEP] Pierre Skilling has asserted that Hergé saw monarchy as the legitimate form of government, noting that democratic values seem underrepresented in [such] a classic Franco-Belgian strip."
0,"TOPIC: We should further exploit wind turbines [SEP] Wind turbines are much more feasible for those living in rural areas and are one of the most cost-effective forms of renewable energy per kilowatt, approaching the cost of fossil fuels, and have quick paybacks. [SEP] Starting in 1975, NASA was the technical manager for the United States Department of Energy and the United States Department of Interior of a program to develop utility-scale wind turbines for the production of electric power, in response to the increase in oil prices."
0,"TOPIC: We should adopt open source software [SEP] Research indicates that the open-source software - Linux - has a lower percentage of bugs than some commercial software. [SEP] The company's anti-open source sentiment was enforced by former CEO Steve Ballmer, who referred to Linux, a widely used open source software, as a malignant cancer."
1,"TOPIC: We should abolish the monarchy [SEP] Former Deputy Prime Minister Michael Cullen declared that he supported the monarchy, stating in 2004 he was a sort of token monarchist in the Cabinet these days. [SEP] A 1999 Gallup poll found that 48% of Canadians thought Canada should have a monarch as its head of state, while 43% thought Canada should discontinue its ties with the monarchy."
0,TOPIC: We should abolish the right to keep and bear arms [SEP] The Second Amendment to the Constitution of the United States gives a right to bear arms. [SEP] Ayotte supports an individual's right to bear arms and Second Amendment rights.
0,"TOPIC: We should further exploit hydroelectric dams [SEP] Some of Tajikistan's neighbours, especially Uzbekistan, are concerned that construction of large hydroelectric plants within the headwaters of the region's rivers will result in shortages of water downstream. [SEP] In 1984, as a leader of Montreal's anglophone community, Leopold proclaimed that notwithstanding the threat of the Quebec sovereignty movement, the hydroelectric power resources of Quebec would always sustain it as a vibrant economy ."
0,"TOPIC: We should prohibit corporal punishment [SEP] Thirty-one U.S. states and the District of Columbia have banned corporal punishment from use in state schools. [SEP] In November 2009, the government of the People's Republic of China banned physical punishment to wean teens from the Internet."
1,"TOPIC: We should further exploit wind power [SEP] According to a Saint Consulting survey in April 2007, wind power was the alternative energy source most likely to gain public support for future development in Canada, with only 16% opposed to this type of energy. [SEP] At the end of 2011, wind power in the People's Republic of China accounted for 62,000 megawatts (MW) of electricity generating capacity, and China has identified wind power as a key growth component of the country's economy."
1,"TOPIC: We should adopt vegetarianism [SEP] Jewish Vegetarians of North America (JVNA) is a grassroots organization promoting vegetarianism as God's ideal diet Notable Jewish vegetarians include David Rosen, She'ar Yashuv Cohen, Roberta Kalechofsky, Yonassan Gershom and Richard H. Schwartz. [SEP] The author of the influential 2006 Stern Review on climate change has stated people will need to turn vegetarian if the world is to conquer climate change."
0,"TOPIC: We should ban fishing [SEP] Instead of reducing numbers through direct mortalities, the study shows that fishing activities have disrupted the reproductive output of the north-eastern pantropical spotted dolphin. [SEP] In 1976 the New York State Department of Environmental Conservation banned all fishing in the Upper Hudson due to health concerns with PCBs."
0,"TOPIC: We should prohibit corporal punishment [SEP] The American Academy of Pediatrics also believes that corporal punishment polarizes the parent-child relationship, reducing the amount of spontaneous cooperation on the part of the child. [SEP] Mr Chee carried over to the new Junior College the long-standing ACS family tradition of corporal punishment, using caning to discipline misbehaving male students."
1,"TOPIC: We should further exploit wind turbines [SEP] In 2006, Romney opposed the Cape Wind offshore Cape Cod wind farm proposal because of its visual detriment to Nantucket, saying that Nantucket is a critical location for the state, and placing wind turbines there would be detrimental. [SEP] In 2010, there were plans for GE to develop five wind turbines to generate 20 megawatts of power by 2012 with plans to generate 1,000 megawatts by 2020; one proposal called for gearless turbines with 176-long blades helped along with magnets."
0,"TOPIC: We should prohibit corporal punishment [SEP] In particular, the AAP believes that any corporal punishment methods other than open-hand spanking on the buttocks or extremities are unacceptable and should never be used. [SEP] Principal Mr Shelton Perkins is a believer in using the strap, a form of corporal punishment, when other methods to instil discipline have failed."
1,"TOPIC: We should legalize prostitution [SEP] Some commentators in China and overseas contend that the PRC's policy of banning prostitution is problematic because it hinders the task of developing measures to prevent the spread of HIV. [SEP] As noted by the US report, Some Canadian NGOs such as Vancouver Rape Relief and Sisyphe believe that keeping prostitution illegal is the best way to prevent human trafficking, forced prostitution, child prostitution and similar abusive activities."
1,"TOPIC: We should ban partial birth abortions [SEP] In the Senate, Kerry has consistently voted against bans on abortions conducted on military bases and military installations overseas, as well as against the ban on partial-birth abortion. [SEP] Several polls have stated that a majority of Americans support banning partial birth abortion when the pollsters describe it as such."
1,"TOPIC: We should ban male infant circumcision [SEP] According to the Historia Augusta, the Roman emperor Hadrian issued a decree banning circumcision in the empire, and some modern scholars argue that this was a main cause of the Jewish Bar Kokhba revolt of 132 CE. [SEP] As a result, a panel of experts convened by WHO and the UNAIDS Secretariat has recommended that male circumcision now be recognized as an additional important intervention to reduce the risk of heterosexually acquired HIV infection in men."
0,"TOPIC: We should further exploit geothermal energy [SEP] In 2007, geothermal energy provided about 66 percent of primary energy, the share of hydropower was 15 percent, and fossil fuels (mainly oil) 19 percent. [SEP] Recognizing geothermal energy as an alternative and renewable energy resource, since the 1970s, China has conducted extensive explorations aiming at identifying high temperature resources for electric generation."
0,"TOPIC: We should further exploit hydroelectric dams [SEP] A study for the National Institute for Research in the Amazon found that Hydroelectric reservoirs release a large pulse of carbon dioxide from above-water decay of trees left standing in the reservoirs, especially during the first decade after closing. [SEP] Technologies that promote sustainable energy include renewable energy sources, such as hydroelectricity, solar energy, wind energy, wave power, geothermal energy, and tidal power, and also technologies designed to improve energy efficiency."
0,"TOPIC: We should abolish the monarchy [SEP] A 2002 poll by EKOS Research Associates found that the majority 52% of Canadians think that the monarchy is an outdated and regressive institution that has no real relevance to most of Canadians today. [SEP] Former Deputy Prime Minister Michael Cullen declared that he supported the monarchy, stating in 2004 he was a sort of token monarchist in the Cabinet these days."
0,"TOPIC: We should legalize cannabis [SEP] Proponents of fully decriminalizing cannabis to allow the regulated cultivation and sale of cannabis, including Law Enforcement Against Prohibition, argue that fully decriminalizing cannabis would largely decrease financial gains earned by gangs in black market cannabis sales and trafficking. [SEP] Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use even if local laws allow it."
0,"TOPIC: We should prohibit corporal punishment [SEP] A 1996 study by Straus suggested that children who receive corporal punishment are more likely to be angry as adults, use spanking as a form of discipline, approve of striking a spouse, and experience marital discord. [SEP] Baumrind has studied the effects of corporal punishment on children, and has concluded that mild spanking, in the context of an authoritative (NOT authoritarian) parenting style, is unlikely to have a significant detrimental effect, if one is careful to control for other variables such as socioeconomic status."
0,"TOPIC: We should ban male infant circumcision [SEP] The authors reported that neonatal circumcision was associated with reduced risk of invasive penile cancer (OR 0.41; 95% CI 0.13-1.1) [SEP] The American Cancer Society (2009) stated, Most experts agree that circumcision should not be recommended solely as a way to prevent penile cancer. ."
1,"TOPIC: We should further exploit solar energy [SEP] In addition, Faria has been promoting the use of solar energy as a better source of power. [SEP] The French government assessed in a report that solar energy was uneconomical, deeming Mouchot's research no longer important and ending his funding."
1,"TOPIC: We should increase gun control [SEP] Specter strongly opposes most gun control, voting against the Brady Bill, background checks at gun shows, the ban on assault weapons, and trigger locks for handguns. [SEP] While in the U.S. Senate, Obama has supported several gun control measures, including restricting the purchase of firearms at gun shows and the reauthorization of the Federal Assault Weapons Ban."
1,"TOPIC: Sex education should be mandatory [SEP] The program also promoted character and sex education as a means of preventing the spread of STIs. [SEP] Many Western countries have instituted sex education programs, the main objective of which is to reduce such pregnancies and STDs."
0,"TOPIC: We should further exploit geothermal energy [SEP] In 2007, geothermal energy provided about 66 percent of primary energy, the share of hydropower was 15 percent, and fossil fuels (mainly oil) 19 percent. [SEP] The UCS supports a national renewable energy standard which would require utilities to produce a certain percentage of their energy from sources such as wind power, solar energy and geothermal energy."
1,"TOPIC: We should prohibit corporal punishment [SEP] On social issues, Harper argued for parental rights to use corporal punishment against their children and supported raising the age of sexual consent. [SEP] The American Academy of Pediatrics (AAP) in an official policy statement (reaffirmed in 2004) states that Corporal punishment is of limited effectiveness and has potentially deleterious side effects."
0,"TOPIC: We should prohibit corporal punishment [SEP] The American Academy of Pediatrics (AAP) in an official policy statement (reaffirmed in 2004) states that Corporal punishment is of limited effectiveness and has potentially deleterious side effects. [SEP] Janet Heimlich, author of Breaking Their Will: Shedding Light on Religious Child Maltreatment, quoted Pearl as saying, You are abusing your child when [corporal punishment] starts doing harm to your child. ."
1,"TOPIC: We should introduce a flat tax [SEP] In the United States, former House Majority Leader Dick Armey and FreedomWorks have sought support for the flat tax (Taxpayer Choice Act). [SEP] During his presidency, Putin passed into law a flat income tax of 13%, a reduced profits tax, and new land and legal codes."
0,"TOPIC: We should adopt vegetarianism [SEP] Vegetarian diet: Vegetarians have been shown to have a 24% reduced risk of dying of heart disease. [SEP] PCRM promotes a vegetarian or vegan diet, together with aerobic and weight-bearing exercises and exposure to sufficient sunlight for vitamin D production."
0,"TOPIC: We should subsidize biofuels [SEP] Responsible commercialization of biofuels represents an opportunity to enhance sustainable economic prospects in Africa, Latin America and Asia. [SEP] The group says that biofuels will become a leading alternative fuel for the company."
0,"TOPIC: We should ban male infant circumcision [SEP] As a result of these findings, the WHO and the Joint United Nations Programme on HIV/AIDS (UNAIDS) stated that male circumcision is an efficacious intervention for HIV prevention but should be carried out by well trained medical professionals and under conditions of informed consent. [SEP] In response to the meta-analysis by Millett et al., Vermund and Qian note that circumcision would likely be insufficiently efficient to be universally effective in reducing HIV risk, and will have to be combined with other prevention modalities to have a substantial and sustained prevention effect. ."
0,TOPIC: We should subsidize biofuels [SEP] Boeing estimates that biofuels could reduce flight-related greenhouse-gas emissions by 60 to 80 percent. [SEP] Recent studies show that biofuels could supply 30% to 40% of U.S. petroleum products by 2030.
0,"TOPIC: We should adopt vegetarianism [SEP] Cowherd's emphasized that vegetarianism was good for health, whilst eating meat was unnatural and likely to cause aggression. [SEP] Cowherd advocated vegetarianism as a form of temperance and was one of the philosophical forerunners of the Vegetarian Society."
1,"TOPIC: We should subsidize condoms [SEP] In 2009, Cardinal Maradiaga agreed with the Pope that condoms cannot be of any real benefit in the fight against AIDS. [SEP] In response to these findings, and to fight the spread of AIDS, the U.S. Surgeon General Dr. C. Everett Koop supported condom promotion programs."
1,"TOPIC: We should prohibit corporal punishment [SEP] Larzelere, like most experts who believe spanking is not always detrimental, believes that certain guidelines must be kept in mind if parents choose to use corporal punishment. [SEP] The American Academy of Pediatrics believes that corporal punishment possesses some negative side-effects and only limited benefits, and recommends the use of other forms of discipline to manage undesirable behavior."
0,"TOPIC: We should subsidize biofuels [SEP] Jean Ziegler, then UN Special Rapporteur on food, concluded that while the argument for biofuels in terms of energy efficiency and climate change are legitimate, the effects for the world's hungry of transforming wheat and maize crops into biofuel are absolutely catastrophic, and terms such use of arable land a crime against humanity. [SEP] As part of the announcement, the Commission clarified that it will publish a report on the impacts of indirect land use by the end of 2010, as requested in the Renewable Energy Directive and on the basis of recently released reports that suggest that biofuels are saving greenhouse gas emissions."
0,"TOPIC: We should further exploit solar energy [SEP] Southern Ontario, in particular Toronto, receives as much summer solar radiation as the city of Miami, Florida, indicating that Ontario has sufficient solar energy that can be harnessed to generate electricity or heat. [SEP] As the voice of the industry, SEIA works with its 1,000 member companies to make solar a mainstream and significant energy source by expanding markets, removing market barriers, strengthening the industry and educating the public on the benefits of solar energy."
0,"TOPIC: We should further exploit hydroelectric dams [SEP] By harnessing the abundant hydroelectric and geothermal power sources, Iceland's renewable energy industry provides over 70% of all the nation's primary energy - proportionally more than any other country - with 99.9% of Iceland's electricity being generated from renewables. [SEP] The Snake River Plain and smaller river basins provide Idaho with some of the best hydroelectric power resources in the nation and its geologically active mountain areas have significant geothermal power and wind power potential."
0,"TOPIC: We should increase wealth redistribution [SEP] Xie believes that to keep China from being an export dependent economy, the PRC government will need to redistribute the wealth to its citizens. [SEP] Congress believed that the projected huge redistribution of income from energy consumers to energy producers would not be fair."
0,"TOPIC: We should legalize polygamy [SEP] Sarah Pratt, first wife of Mormon Apostle Orson Pratt, in an outspoken critique of Mormon polygamy said that [polygamy] completely demoralizes good men and makes bad men correspondingly worse. [SEP] In 1882, Congress passed the Edmunds Act, which made polygamy a felony and posed a serious threat to Utah's long-stalled bid for statehood."
0,TOPIC: We should legalize cannabis [SEP] A poll conducted by The Mercury in October 2011 showed that 71% of Australians want Cannabis legalised. [SEP] The study reported that smoking both tobacco and cannabis synergistically increased the risk of respiratory symptoms and COPD.
1,"TOPIC: We should legalize cannabis [SEP] A 2007 study of studies published in the Lancet concluded that cannabis users are 40% more likely to be sufferers of a psychotic illness than non-users. [SEP] Francis L. Young, an administrative law judge with the United States Drug Enforcement Agency declared in 1988 that, in its natural form, [cannabis] is one of the safest therapeutically active substances known."
0,"TOPIC: We should introduce universal health care [SEP] Congresswoman Jane Harman maintained that the United States needs a universal healthcare program to guarantee coverage to all Americans regardless of income and affirms there should be pre-established limits on the amount of punitive damages awarded in medical malpractice lawsuits. [SEP] As the founding director in the early 1990s, Wilson spearheaded efforts in Massachusetts to support legislation for universal health care and against international trade deals like the North American Free Trade Agreement (NAFTA) and the World Trade Organization (WTO)."
0,"TOPIC: We should abolish the monarchy [SEP] Pierre Skilling has asserted that Hergé saw monarchy as the legitimate form of government, noting that democratic values seem underrepresented in [such] a classic Franco-Belgian strip. [SEP] The Gulf states were especially inclined to fear an Iranian victory after Khomeini announced that monarchy was an illegitimate and un-Islamic form of government."
1,"TOPIC: Abstinence-only sex education should be mandatory [SEP] Abstinence-only education has been criticized in official statements by the American Psychological Association, the American Medical Association, the National Association of School Psychologists, the Society for Adolescent Medicine, the American College Health Association, the American Academy of Pediatrics, and the American Public Health Association, which all maintain that sex education needs to be comprehensive to be effective. [SEP] The poll sponsored by the National Abstinence Education Association and conducted by Zogby International found that: When parents become aware of what abstinence education vs. comprehensive sex education actually teaches, support for abstinence programs jumps from 40% to 60%, while support for comprehensive programs drops from 50% to 30%."
1,"TOPIC: We should legalize cannabis [SEP] Cannabis also has been shown to have a synergistic cytotoxic effect on lung cancer cell cultures in vitro with the food additive butylated hydroxyanisole (BHA) and possibly the related compound butylated hydroxytoluene (BHT). [SEP] In recent years, Copenhagen Municipality has been in favor of legalizing cannabis via state-run coffee-shops, in order to take over the control of the substance which is currently mostly supplied by criminal gangs."
0,"TOPIC: We should adopt open source software [SEP] Many open-source advocates argue that open-source software is inherently safer because any person can view, edit, and change code. [SEP] As a result of the pilot programs, in October 2008, Russian officials mandated that all schools use open source software."
0,"TOPIC: We should abolish the right to keep and bear arms [SEP] The court noted that it had, prior to Heller, identified the Second Amendment as providing an individual right to bear arms, and had already, likewise, determined that restrictions on felon ownership of firearms did not violate this right. [SEP] praising Antonin Scalia's District of Columbia v. Heller decision, in which the Supreme Court of the United States held that the Second Amendment to the U.S. Constitution recognized an individual right to keep and bear arms."
1,TOPIC: We should legalize polygamy [SEP] One of the conditions for granting Utah and other western territories statehood was that a ban on polygamy be written into the state constitution. [SEP] Richard Abanes claims that church leaders sometimes used polygamy to take advantage of young girls for immoral purposes.
0,"TOPIC: We should abolish the monarchy [SEP] The Southern Society, under Pestel's influence, was more radical and wanted to abolish the monarchy, establish a republic and redistribute land: taking half into state ownership and dividing the rest among the peasants. [SEP] From that point onward, the Emperor ceased to believe in the monarchy as a viable form of government for Brazil's future, as his remaining heir was a daughter."
1,"TOPIC: We should further exploit geothermal energy [SEP] The Portuguese government awarded, in December 2008, an exclusive license to Geovita Ltd to prospect and explore geothermal energy in one of the best areas in continental Portugal. [SEP] January 2011: Al Gore said in The Climate Project Asia Pacific Summit that Indonesia could become a super power country in electricity production from geothermal energy."
0,"TOPIC: We should prohibit hydraulic fracturing [SEP] The NYC Dept. of Environmental Protection's position: While DEP is mindful of the potential economic opportunity that this represents for the State, hydraulic fracturing poses an unacceptable threat to the unfiltered water supply of nine million New Yorkers and cannot safely be permitted with the New York City watershed. . [SEP] In 2004, the EPA released a study that concluded the threat to drinking water from hydraulic fracturing was minimal and the Energy Policy Act of 2005 exempted fractured wells from being re-classified as injection wells, which would place them under federal regulation under the Safe Drinking Water Act."
1,"TOPIC: We should adopt vegetarianism [SEP] Cowherd advocated vegetarianism as a form of temperance and was one of the philosophical forerunners of the Vegetarian Society. [SEP] The Humanist Vegetarian Group aims to promote vegetarianism for a variety of reasons including environmental concerns, economics, dietary preferences, aesthetics and health."
1,"TOPIC: We should adopt open source software [SEP] Becta encourage the increasing use of Open Source software in schools and fund the Open Source Schools community. [SEP] Many open-source advocates argue that open-source software is inherently safer because any person can view, edit, and change code."
0,"TOPIC: We should prohibit hydraulic fracturing [SEP] A report in the UK concluded that fracking was the likely cause of some small earth tremors that happened during shale gas drilling. [SEP] ProPublica, an online journal, has published a number of reports that suggest hydraulic fracturing could be the cause of water contamination in areas surrounding drilling operations."
0,"TOPIC: We should abolish the right to keep and bear arms [SEP] Thompson says citizens are entitled to keep and bear arms if they do not have criminal records and the Gun Owners of America says that he voted pro-gun in 20 of 33 gun-related votes during his time in the Senate. [SEP] Akin was an outspoken opponent of abortion and embryonic stem cell research, a supporter of the right to keep and bear arms, and is generally opposed to increases in taxation and spending."
1,"TOPIC: We should ban boxing [SEP] In response to assertions by opponents that cockfighting is a cruel activity, Lalonde said, Boxing is more inhumane than cockfighting. [SEP] Findings in one study even suggest that boxers with high exposure may have a genetic susceptibility to developing more severe neurological deficits."
1,"TOPIC: We should adopt vegetarianism [SEP] Cowherd's emphasized that vegetarianism was good for health, whilst eating meat was unnatural and likely to cause aggression. [SEP] Mohandas Gandhi, James Bevel, and other nonviolent proponents advocated vegetarianism as part of their nonviolent philosophy."
1,"TOPIC: We should further exploit geothermal energy [SEP] In 2007, geothermal energy provided about 66 percent of primary energy, the share of hydropower was 15 percent, and fossil fuels (mainly oil) 19 percent. [SEP] By integrating renewable energy sources such as solar photovoltaic, solar thermal, and even geothermal energy into structures, it is possible to create zero emission buildings, where energy consumption is self-generating and non-polluting."
0,"TOPIC: We should prohibit hydraulic fracturing [SEP] A 2011 investigation by the New York Times based on various leaked EPA documents found that hydraulic fracturing had resulted in significant increases of radioactive material including radium and carcinogens including benzene in major rivers and watersheds. [SEP] In 2004, the EPA released a study that concluded the threat to drinking water from hydraulic fracturing was minimal and the Energy Policy Act of 2005 exempted fractured wells from being re-classified as injection wells, which would place them under federal regulation under the Safe Drinking Water Act."
1,"TOPIC: We should subsidize condoms [SEP] Pope John Paul II strongly opposed the use of artificial birth control, and rejected the use of condoms to prevent the spread of HIV. [SEP] In 2009, Pope Benedict XVI asserted that handing out condoms is not the solution to combating AIDS and might make the problem worse."
0,"TOPIC: We should introduce a flat tax [SEP] The countries that have recently reintroduced flat taxes have done so largely in the hope of boosting economic growth. [SEP] During his presidency, Putin passed into law a flat income tax of 13%, a reduced profits tax, and new land and legal codes."
0,TOPIC: We should introduce school vouchers [SEP] Gohmert has made statements and voted for legislation that support the use of school vouchers. [SEP] Education: Supports No Child Left Behind Act; advocates more standardized testing; supports school voucher programs; supports English-only education.
1,"TOPIC: We should ban boxing [SEP] In response to assertions by opponents that cockfighting is a cruel activity, Lalonde said, Boxing is more inhumane than cockfighting. [SEP] Since then, the British, Canadian and Australian Medical Associations also have called for bans on boxing."
1,"TOPIC: We should adopt vegetarianism [SEP] Fox attended and read at the Los Angeles book launch of Karen Dawn's Thanking The Monkey, and was seen on Access Hollywood discussing how being vegetarian helps the environment. [SEP] Some groups, such as PETA, promote vegetarianism as a way to offset poor treatment and working conditions of workers in the contemporary meat industry."
1,TOPIC: We should legalize cannabis [SEP] Evidence suggests that cannabis users can develop tolerance to the effects of THC and experience withdrawal symptoms. [SEP] A recent study has also concluded that cannabinoids found in Cannabis might have the ability to prevent Alzheimer's disease.
0,"TOPIC: We should subsidize biofuels [SEP] According to the International Energy Agency, biofuels have the potential to meet more than a quarter of world demand for transportation fuels by 2050. [SEP] Environmental campaigner George Monbiot has argued for a 5-year freeze on biofuels while their impact on poor communities and the environment is assessed."
1,"TOPIC: We should further exploit wind turbines [SEP] Starting in 1975, NASA was the technical manager for the United States Department of Energy and the United States Department of Interior of a program to develop utility-scale wind turbines for the production of electric power, in response to the increase in oil prices. [SEP] Another study published in Atmospheric Chemistry and Physics suggested that using wind turbines to meet 10 percent of global energy demand in 2100 could actually have a warming effect, causing temperatures to rise by in the regions on land where the wind farms are installed, including a smaller increase in areas beyond those regions."
0,"TOPIC: We should introduce school vouchers [SEP] In 1994, Romney, as a candidate for U.S. Senate, pledged to vote to establish a means-tested school voucher program to allow students to attend the public or private school of their choice. [SEP] The NEA has often opposed measures such as merit pay, school vouchers, weakening of teacher tenure, certain curricular changes, the No Child Left Behind Act, and many accountability reforms."
