text,label,prediction
He was hoping to turn a blind eye .,<PRP>He</PRP><VBD>was</VBD><VBG>hoping</VBG><TO>to</TO><VB>turn</VB><DT>a</DT><JJ>blind</JJ><NN>eye</NN><.>.</.>,<PRP>He</PRP><VBD>was</VBD><VBG>hoping</VBG><TO>to</TO><VB>turn</VB><DT>a</DT><JJ>blind</JJ><NN>eye</NN><.>.</.>
"And , yes , he would have been stronger had we not dealt with him .","<CC>And</CC><,>,</,><UH>yes</UH><,>,</,><PRP>he</PRP><MD>would</MD><VB>have</VB><VBN>been</VBN><JJR>stronger</JJR><VBD>had</VBD><PRP>we</PRP><RB>not</RB><VBN>dealt</VBN><IN>with</IN><PRP>him</PRP><.>.</.>","<CC>And</CC><,>,</,><UH>yes</UH><,>,</,><PRP>he</PRP><MD>would</MD><VB>have</VB><VBN>been</VBN><JJR>stronger</JJR><VBD>had</VBD><PRP>we</PRP><RB>not</RB><VBN>dealt</VBN><IN>with</IN><PRP>him</PRP><.>.</.>"
"He had the capability of making weapons , and he would have made weapons .","<PRP>He</PRP><VBD>had</VBD><DT>the</DT><NN>capability</NN><IN>of</IN><VBG>making</VBG><NNS>weapons</NNS><,>,</,><CC>and</CC><PRP>he</PRP><MD>would</MD><VB>have</VB><VBN>made</VBN><NNS>weapons</NNS><.>.</.>","<PRP>He</PRP><VBD>had</VBD><DT>the</DT><NN>capability</NN><IN>of</IN><VBG>making</VBG><NNS>weapons</NNS><,>,</,><CC>and</CC><PRP>he</PRP><MD>would</MD><VB>have</VB><VBN>made</VBN><NNS>weapons</NNS><.>.</.>"
"Thirty seconds , Senator .","<JJ>Thirty</JJ><NNS>seconds</NNS><,>,</,><NNP>Senator</NNP><.>.</.>","<CD>Thirty</CD><NNS>seconds</NNS><,>,</,><NNP>Senator</NNP><.>.</.>"
Thirty-five to forty countries in the world had a greater capability of making weapons at the moment the president invaded than Saddam Hussein .,<JJ>Thirty-five</JJ><TO>to</TO><JJ>forty</JJ><NNS>countries</NNS><IN>in</IN><DT>the</DT><NN>world</NN><VBD>had</VBD><DT>a</DT><JJR>greater</JJR><NN>capability</NN><IN>of</IN><VBG>making</VBG><NNS>weapons</NNS><IN>at</IN><DT>the</DT><NN>moment</NN><DT>the</DT><NN>president</NN><VBN>invaded</VBN><IN>than</IN><NNP>Saddam</NNP><NNP>Hussein</NNP><.>.</.>,<CD>Thirty-five</CD><TO>to</TO><CD>forty</CD><NNS>countries</NNS><IN>in</IN><DT>the</DT><NN>world</NN><VBD>had</VBD><DT>a</DT><JJR>greater</JJR><NN>capability</NN><IN>of</IN><VBG>making</VBG><NNS>weapons</NNS><IN>at</IN><DT>the</DT><NN>moment</NN><DT>the</DT><NN>president</NN><VBD>invaded</VBD><IN>than</IN><NNP>Saddam</NNP><NNP>Hussein</NNP><.>.</.>
"And while he 's been diverted with 9 out of 10 active duty divisions of Army , either going to Iraq , coming back from Iraq , or getting ready to go , North Korea 's gotten nuclear weapons and the world is more dangerous .","<CC>And</CC><IN>while</IN><PRP>he</PRP><VBZ>'s</VBZ><VBN>been</VBN><VBN>diverted</VBN><IN>with</IN><CD>9</CD><RB>out</RB><IN>of</IN><CD>10</CD><JJ>active</JJ><NN>duty</NN><NNS>divisions</NNS><IN>of</IN><NN>Army</NN><,>,</,><RB>either</RB><VBG>going</VBG><TO>to</TO><NNP>Iraq</NNP><,>,</,><VBG>coming</VBG><RB>back</RB><IN>from</IN><NNP>Iraq</NNP><,>,</,><CC>or</CC><VBG>getting</VBG><JJ>ready</JJ><TO>to</TO><VB>go</VB><,>,</,><NNP>North</NNP><NNP>Korea</NNP><VBZ>'s</VBZ><VBN>gotten</VBN><JJ>nuclear</JJ><NNS>weapons</NNS><CC>and</CC><DT>the</DT><NN>world</NN><VBZ>is</VBZ><RBR>more</RBR><JJ>dangerous</JJ><.>.</.>","<CC>And</CC><IN>while</IN><PRP>he</PRP><VBZ>'s</VBZ><VBN>been</VBN><VBN>diverted</VBN><IN>with</IN><CD>9</CD><IN>out</IN><IN>of</IN><CD>10</CD><JJ>active</JJ><NN>duty</NN><NNS>divisions</NNS><IN>of</IN><NNP>Army</NNP><,>,</,><DT>either</DT><VBG>going</VBG><TO>to</TO><NNP>Iraq</NNP><,>,</,><VBG>coming</VBG><RP>back</RP><IN>from</IN><NNP>Iraq</NNP><,>,</,><CC>or</CC><VBG>getting</VBG><JJ>ready</JJ><TO>to</TO><VB>go</VB><,>,</,><NNP>North</NNP><NNP>Korea</NNP><VBZ>'s</VBZ><VBN>gotten</VBN><JJ>nuclear</JJ><NNS>weapons</NNS><CC>and</CC><DT>the</DT><NN>world</NN><VBZ>is</VBZ><RBR>more</RBR><JJ>dangerous</JJ><.>.</.>"
Iran is moving toward nuclear weapons and the world is more dangerous .,<NNP>Iran</NNP><VBZ>is</VBZ><VBG>moving</VBG><IN>toward</IN><JJ>nuclear</JJ><NNS>weapons</NNS><CC>and</CC><DT>the</DT><NN>world</NN><VBZ>is</VBZ><RBR>more</RBR><JJ>dangerous</JJ><.>.</.>,<NNP>Iran</NNP><VBZ>is</VBZ><VBG>moving</VBG><IN>toward</IN><JJ>nuclear</JJ><NNS>weapons</NNS><CC>and</CC><DT>the</DT><NN>world</NN><VBZ>is</VBZ><RBR>more</RBR><JJ>dangerous</JJ><.>.</.>
Darfur has a genocide .,<NNP>Darfur</NNP><VBZ>has</VBZ><DT>a</DT><NN>genocide</NN><.>.</.>,<NNP>Darfur</NNP><VBZ>has</VBZ><DT>a</DT><NN>genocide</NN><.>.</.>
The world is more dangerous .,<DT>The</DT><NN>world</NN><VBZ>is</VBZ><RBR>more</RBR><JJ>dangerous</JJ><.>.</.>,<DT>The</DT><NN>world</NN><VBZ>is</VBZ><RBR>more</RBR><JJ>dangerous</JJ><.>.</.>
I 'd have made a better choice .,<PRP>I</PRP><MD>'d</MD><VB>have</VB><VBN>made</VBN><DT>a</DT><JJR>better</JJR><NN>choice</NN><.>.</.>,<PRP>I</PRP><MD>'d</MD><VB>have</VB><VBN>made</VBN><DT>a</DT><JJR>better</JJR><NN>choice</NN><.>.</.>
New question .,<NNP>New</NNP><VBP>question</VBP><.>.</.>,<NNP>New</NNP><NN>question</NN><.>.</.>
"Two minutes , Senator Kerry .","<CD>Two</CD><NNS>minutes</NNS><,>,</,><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>","<CD>Two</CD><NNS>minutes</NNS><,>,</,><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>"
What is position on the whole concept of preemptive war ?,<WP>What</WP><VBZ>is</VBZ><NN>position</NN><IN>on</IN><DT>the</DT><JJ>whole</JJ><NN>concept</NN><IN>of</IN><JJ>preemptive</JJ><NN>war</NN><.>?</.>,<WP>What</WP><VBZ>is</VBZ><NN>position</NN><IN>on</IN><DT>the</DT><JJ>whole</JJ><NN>concept</NN><IN>of</IN><JJ>preemptive</JJ><NN>war</NN><.>?</.>
"KERRY : The president always has the right , and always has had the right , for preemptive strike .","<NNP>KERRY</NNP><:>:</:><DT>The</DT><NN>president</NN><RB>always</RB><VBZ>has</VBZ><DT>the</DT><NN>right</NN><,>,</,><CC>and</CC><RB>always</RB><VBZ>has</VBZ><VBN>had</VBN><DT>the</DT><NN>right</NN><,>,</,><IN>for</IN><JJ>preemptive</JJ><NN>strike</NN><.>.</.>",<NNP>KERRY</NNP><:>:</>
That was a great doctrine throughout the Cold War .,<DT>That</DT><VBD>was</VBD><DT>a</DT><JJ>great</JJ><NN>doctrine</NN><IN>throughout</IN><DT>the</DT><NNP>Cold</NNP><NNP>War</NNP><.>.</.>,<DT>That</DT><VBD>was</VBD><DT>a</DT><JJ>great</JJ><NN>doctrine</NN><IN>throughout</IN><DT>the</DT><JJ>Cold</JJ><NN>War</NN><.>.</.>
And it was always one of the things we argued about with respect to arms control .,<CC>And</CC><PRP>it</PRP><VBD>was</VBD><RB>always</RB><CD>one</CD><IN>of</IN><DT>the</DT><NNS>things</NNS><PRP>we</PRP><VBD>argued</VBD><IN>about</IN><IN>with</IN><NN>respect</NN><TO>to</TO><NNS>arms</NNS><NN>control</NN><.>.</.>,<CC>And</CC><PRP>it</PRP><VBD>was</VBD><RB>always</RB><CD>one</CD><IN>of</IN><DT>the</DT><NNS>things</NNS><PRP>we</PRP><VBD>argued</VBD><IN>about</IN><IN>with</IN><NN>respect</NN><TO>to</TO><NNS>arms</NNS><NN>control</NN><.>.</.>
"No president , through all of American history , has ever ceded , and nor would I , the right to preempt in any way necessary to protect the United States of America .","<DT>No</DT><NN>president</NN><,>,</,><IN>through</IN><DT>all</DT><IN>of</IN><JJ>American</JJ><NN>history</NN><,>,</,><VBZ>has</VBZ><RB>ever</RB><VBN>ceded</VBN><,>,</,><CC>and</CC><CC>nor</CC><MD>would</MD><PRP>I</PRP><,>,</,><DT>the</DT><NN>right</NN><TO>to</TO><VB>preempt</VB><IN>in</IN><DT>any</DT><NN>way</NN><JJ>necessary</JJ><TO>to</TO><VB>protect</VB><DT>the</DT><NNP>United</NNP><NNPS>States</NNPS><IN>of</IN><NNP>America</NNP><.>.</.>","<UH>No</UH><NN>president</NN><,>,</,><IN>through</IN><DT>all</DT><IN>of</IN><JJ>American</JJ><NN>history</NN><,>,</,><VBZ>has</VBZ><RB>ever</RB><VBN>ceded</VBN><,>,</,><CC>and</CC><RB>nor</RB><MD>would</MD><PRP>I</PRP><,>,</,><DT>the</DT><NN>right</NN><TO>to</TO><VB>preempt</VB><IN>in</IN><DT>any</DT><NN>way</NN><JJ>necessary</JJ><TO>to</TO><VB>protect</VB><DT>the</DT><NNP>United</NNP><NNPS>States</NNPS><IN>of</IN><NNP>America</NNP><.>.</.>"
Ninety seconds,<CD>Ninety</CD><NNS>seconds</NNS>,<CD>Ninety</CD><NNS>seconds</NNS>
"Let me I 'm not exactly sure what you mean , passes the global test , you take preemptive action if you pass a global test .","<VB>Let</VB><PRP>me</PRP><PRP>I</PRP><VBP>'m</VBP><RB>not</RB><RB>exactly</RB><JJ>sure</JJ><WP>what</WP><PRP>you</PRP><VBP>mean</VBP><,>,</,><VBZ>passes</VBZ><DT>the</DT><JJ>global</JJ><NN>test</NN><,>,</,><PRP>you</PRP><VBP>take</VBP><JJ>preemptive</JJ><NN>action</NN><IN>if</IN><PRP>you</PRP><VBP>pass</VBP><DT>a</DT><JJ>global</JJ><NN>test</NN><.>.</.>","<VB>Let</VB><PRP>me</PRP><PRP>I</PRP><VBP>'m</VBP><RB>not</RB><RB>exactly</RB><JJ>sure</JJ><WP>what</WP><PRP>you</PRP><VBP>mean</VBP><,>,</,><VBZ>passes</VBZ><DT>the</DT><JJ>global</JJ><NN>test</NN><,>,</,><PRP>you</PRP><VB>take</VB><JJ>preemptive</JJ><NN>action</NN><IN>if</IN><PRP>you</PRP><VBP>pass</VBP><DT>a</DT><JJ>global</JJ><NN>test</NN><.>.</.>"
"attitude is you take preemptive action in to protect the American people , that you act in to make this country secure .","<NN>attitude</NN><VBZ>is</VBZ><PRP>you</PRP><VB>take</VB><JJ>preemptive</JJ><NN>action</NN><IN>in</IN><TO>to</TO><VB>protect</VB><DT>the</DT><JJ>American</JJ><NNS>people</NNS><,>,</,><IN>that</IN><PRP>you</PRP><VBP>act</VBP><IN>in</IN><TO>to</TO><VB>make</VB><DT>this</DT><NN>country</NN><JJ>secure</JJ><.>.</.>","<NN>attitude</NN><VBZ>is</VBZ><PRP>you</PRP><VBP>take</VBP><JJ>preemptive</JJ><NN>action</NN><IN>in</IN><TO>to</TO><VB>protect</VB><DT>the</DT><JJ>American</JJ><NNS>people</NNS><,>,</,><IN>that</IN><PRP>you</PRP><VBP>act</VBP><IN>in</IN><TO>to</TO><VB>make</VB><DT>this</DT><NN>country</NN><JJ>secure</JJ><.>.</.>"
opponent talks about me not signing certain treaties .,<NN>opponent</NN><VBZ>talks</VBZ><IN>about</IN><PRP>me</PRP><RB>not</RB><VBG>signing</VBG><JJ>certain</JJ><NNS>treaties</NNS><.>.</.>,<NN>opponent</NN><VBZ>talks</VBZ><IN>about</IN><PRP>me</PRP><RB>not</RB><VBG>signing</VBG><JJ>certain</JJ><NNS>treaties</NNS><.>.</.>
"Let me tell you one thing I did n't sign , and I think it shows the difference of opinion the difference of opinions .","<VB>Let</VB><PRP>me</PRP><VB>tell</VB><PRP>you</PRP><CD>one</CD><NN>thing</NN><PRP>I</PRP><VBD>did</VBD><RB>n't</RB><VB>sign</VB><,>,</,><CC>and</CC><PRP>I</PRP><VBP>think</VBP><PRP>it</PRP><VBZ>shows</VBZ><DT>the</DT><NN>difference</NN><IN>of</IN><NN>opinion</NN><DT>the</DT><NN>difference</NN><IN>of</IN><NNS>opinions</NNS><.>.</.>","<VB>Let</VB><PRP>me</PRP><VB>tell</VB><PRP>you</PRP><CD>one</CD><NN>thing</NN><PRP>I</PRP><VBD>did</VBD><RB>n't</RB><VB>sign</VB><,>,</,><CC>and</CC><PRP>I</PRP><VBP>think</VBP><PRP>it</PRP><VBZ>shows</VBZ><DT>the</DT><NN>difference</NN><IN>of</IN><NN>opinion</NN><DT>the</DT><NN>difference</NN><IN>of</IN><NNS>opinions</NNS><.>.</.>"
"And that is , I would n't join the International Criminal Court .","<CC>And</CC><DT>that</DT><VBZ>is</VBZ><,>,</,><PRP>I</PRP><MD>would</MD><RB>n't</RB><VB>join</VB><DT>the</DT><NNP>International</NNP><NNP>Criminal</NNP><NNP>Court</NNP><.>.</.>","<CC>And</CC><DT>that</DT><VBZ>is</VBZ><,>,</,><PRP>I</PRP><MD>would</MD><RB>n't</RB><VB>join</VB><DT>the</DT><NNP>International</NNP><NNP>Criminal</NNP><NNP>Court</NNP><.>.</.>"
This is a body based in The Hague where unaccountable judges and prosecutors can pull troops or diplomats up for trial .,<DT>This</DT><VBZ>is</VBZ><DT>a</DT><NN>body</NN><VBN>based</VBN><IN>in</IN><DT>The</DT><NNP>Hague</NNP><WRB>where</WRB><JJ>unaccountable</JJ><NNS>judges</NNS><CC>and</CC><NNS>prosecutors</NNS><MD>can</MD><VB>pull</VB><NNS>troops</NNS><CC>or</CC><NNS>diplomats</NNS><RP>up</RP><IN>for</IN><NN>trial</NN><.>.</.>,<DT>This</DT><VBZ>is</VBZ><DT>a</DT><NN>body</NN><VBN>based</VBN><IN>in</IN><DT>The</DT><NNP>Hague</NNP><WRB>where</WRB><JJ>unaccountable</JJ><NNS>judges</NNS><CC>and</CC><NNS>prosecutors</NNS><MD>can</MD><VB>pull</VB><NNS>troops</NNS><CC>or</CC><NNS>diplomats</NNS><RP>up</RP><IN>for</IN><NN>trial</NN><.>.</.>
And I would n't join it .,<CC>And</CC><PRP>I</PRP><MD>would</MD><RB>n't</RB><VB>join</VB><PRP>it</PRP><.>.</.>,<CC>And</CC><PRP>I</PRP><MD>would</MD><RB>n't</RB><VB>join</VB><PRP>it</PRP><.>.</.>
And I understand that in certain capitals around the world that that was n't a popular move .,<CC>And</CC><PRP>I</PRP><VBP>understand</VBP><DT>that</DT><IN>in</IN><JJ>certain</JJ><NNS>capitals</NNS><IN>around</IN><DT>the</DT><NN>world</NN><IN>that</IN><DT>that</DT><VBD>was</VBD><RB>n't</RB><DT>a</DT><JJ>popular</JJ><NN>move</NN><.>.</.>,<CC>And</CC><PRP>I</PRP><VBP>understand</VBP><IN>that</IN><IN>in</IN><JJ>certain</JJ><NNS>capitals</NNS><IN>around</IN><DT>the</DT><NN>world</NN><IN>that</IN><DT>that</DT><VBD>was</VBD><RB>n't</RB><DT>a</DT><JJ>popular</JJ><NN>move</NN><.>.</.>
But it 's the right move not to join a foreign court that could where people could be prosecuted .,<CC>But</CC><PRP>it</PRP><VBZ>'s</VBZ><DT>the</DT><JJ>right</JJ><NN>move</NN><RB>not</RB><TO>to</TO><VB>join</VB><DT>a</DT><JJ>foreign</JJ><NN>court</NN><WDT>that</WDT><MD>could</MD><WRB>where</WRB><NNS>people</NNS><MD>could</MD><VB>be</VB><VBN>prosecuted</VBN><.>.</.>,<NN>But</NN><PRP>it</PRP><VBZ>'s</VBZ><DT>the</DT><JJ>right</JJ><NN>move</NN><RB>not</RB><TO>to</TO><VB>join</VB><DT>a</DT><JJ>foreign</JJ><NN>court</NN><IN>that</IN><MD>could</MD><WRB>where</WRB><NNS>people</NNS><MD>could</MD><VB>be</VB><VBN>prosecuted</VBN><.>.</.>
opponent is for joining the International Criminal Court .,<NN>opponent</NN><VBZ>is</VBZ><IN>for</IN><VBG>joining</VBG><DT>the</DT><NNP>International</NNP><NNP>Criminal</NNP><NNP>Court</NNP><.>.</.>,<NN>opponent</NN><VBZ>is</VBZ><IN>for</IN><VBG>joining</VBG><DT>the</DT><NNP>International</NNP><NNP>Criminal</NNP><NNP>Court</NNP><.>.</.>
"I just think trying to be popular kind of , in the global sense if it 's not in best interest makes no sense .","<PRP>I</PRP><RB>just</RB><VBP>think</VBP><VBG>trying</VBG><TO>to</TO><VB>be</VB><JJ>popular</JJ><NN>kind</NN><IN>of</IN><,>,</,><IN>in</IN><DT>the</DT><JJ>global</JJ><NN>sense</NN><IN>if</IN><PRP>it</PRP><VBZ>'s</VBZ><RB>not</RB><IN>in</IN><JJS>best</JJS><NN>interest</NN><VBZ>makes</VBZ><DT>no</DT><NN>sense</NN><.>.</.>","<PRP>I</PRP><RB>just</RB><VBP>think</VBP><VBG>trying</VBG><TO>to</TO><VB>be</VB><JJ>popular</JJ><NN>kind</NN><IN>of</IN><,>,</,><IN>in</IN><DT>the</DT><JJ>global</JJ><NN>sense</NN><IN>if</IN><PRP>it</PRP><VBZ>'s</VBZ><RB>not</RB><IN>in</IN><JJ>best</JJ><NN>interest</NN><VBZ>makes</VBZ><DT>no</DT><NN>sense</NN><.>.</.>"
I 'm interested in working with nations and do a lot of it .,<PRP>I</PRP><VBP>'m</VBP><JJ>interested</JJ><IN>in</IN><VBG>working</VBG><IN>with</IN><NNS>nations</NNS><CC>and</CC><VBP>do</VBP><DT>a</DT><NN>lot</NN><IN>of</IN><PRP>it</PRP><.>.</.>,<PRP>I</PRP><VBP>'m</VBP><VBN>interested</VBN><IN>in</IN><VBG>working</VBG><IN>with</IN><NNS>nations</NNS><CC>and</CC><VBP>do</VBP><DT>a</DT><NN>lot</NN><IN>of</IN><PRP>it</PRP><.>.</.>
But I 'm not going to make decisions that I think are wrong for America .,<CC>But</CC><PRP>I</PRP><VBP>'m</VBP><RB>not</RB><VBG>going</VBG><TO>to</TO><VB>make</VB><NNS>decisions</NNS><IN>that</IN><PRP>I</PRP><VBP>think</VBP><VBP>are</VBP><JJ>wrong</JJ><IN>for</IN><NNP>America</NNP><.>.</.>,<NN>But</NN><PRP>I</PRP><VBP>'m</VBP><RB>not</RB><VBG>going</VBG><TO>to</TO><VB>make</VB><NNS>decisions</NNS><IN>that</IN><PRP>I</PRP><VBP>think</VBP><VBP>are</VBP><JJ>wrong</JJ><IN>for</IN><NNP>America</NNP><.>.</.>
"New question , Mr. President .","<NNP>New</NNP><NN>question</NN><,>,</,><NNP>Mr.</NNP><NNP>President</NNP><.>.</.>","<NNP>New</NNP><NN>question</NN><,>,</,><NNP>Mr.</NNP><NNP>President</NNP><.>.</.>"
Do you believe that diplomacy and sanctions can resolve the nuclear problems with North Korea and Iran ?,<VBP>Do</VBP><PRP>you</PRP><VB>believe</VB><IN>that</IN><NN>diplomacy</NN><CC>and</CC><NNS>sanctions</NNS><MD>can</MD><VB>resolve</VB><DT>the</DT><JJ>nuclear</JJ><NNS>problems</NNS><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><CC>and</CC><NNP>Iran</NNP><.>?</.>,<VB>Do</VB><PRP>you</PRP><VB>believe</VB><DT>that</DT><NN>diplomacy</NN><CC>and</CC><NNS>sanctions</NNS><MD>can</MD><VB>resolve</VB><DT>the</DT><JJ>nuclear</JJ><NNS>problems</NNS><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><CC>and</CC><NNP>Iran</NNP><.>?</.>
Take them in any order you would like .,<VB>Take</VB><PRP>them</PRP><IN>in</IN><DT>any</DT><NN>order</NN><PRP>you</PRP><MD>would</MD><VB>like</VB><.>.</.>,<VB>Take</VB><PRP>them</PRP><IN>in</IN><DT>any</DT><NN>order</NN><PRP>you</PRP><MD>would</MD><VB>like</VB><.>.</.>
"North Korea , first , I do .","<NNP>North</NNP><NNP>Korea</NNP><,>,</,><RB>first</RB><,>,</,><PRP>I</PRP><VBP>do</VBP><.>.</.>","<NNP>North</NNP><NNP>Korea</NNP><,>,</,><JJ>first</JJ><,>,</,><PRP>I</PRP><VBP>do</VBP><.>.</.>"
Let me say I certainly hope so .,<VB>Let</VB><PRP>me</PRP><VBP>say</VBP><PRP>I</PRP><RB>certainly</RB><VBP>hope</VBP><RB>so</RB><.>.</.>,<VB>Let</VB><PRP>me</PRP><VB>say</VB><PRP>I</PRP><RB>certainly</RB><VBP>hope</VBP><RB>so</RB><.>.</.>
"Before I was sworn in , the policy of this government was to have bilateral negotiations with North Korea .","<IN>Before</IN><PRP>I</PRP><VBD>was</VBD><VBN>sworn</VBN><IN>in</IN><,>,</,><DT>the</DT><NN>policy</NN><IN>of</IN><DT>this</DT><NN>government</NN><VBD>was</VBD><TO>to</TO><VB>have</VB><JJ>bilateral</JJ><NNS>negotiations</NNS><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><.>.</.>","<RB>Before</RB><PRP>I</PRP><VBD>was</VBD><VBN>sworn</VBN><IN>in</IN><,>,</,><DT>the</DT><NN>policy</NN><IN>of</IN><DT>this</DT><NN>government</NN><VBD>was</VBD><TO>to</TO><VB>have</VB><JJ>bilateral</JJ><NNS>negotiations</NNS><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><.>.</.>"
And we signed an agreement with North Korea that administration found out that was not being honored by the North Koreans .,<CC>And</CC><PRP>we</PRP><VBD>signed</VBD><DT>an</DT><NN>agreement</NN><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><IN>that</IN><NN>administration</NN><VBD>found</VBD><RP>out</RP><IN>that</IN><VBD>was</VBD><RB>not</RB><VBG>being</VBG><VBN>honored</VBN><IN>by</IN><DT>the</DT><NNP>North</NNP><NNPS>Koreans</NNPS><.>.</.>,<CC>And</CC><PRP>we</PRP><VBD>signed</VBD><DT>an</DT><NN>agreement</NN><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><IN>that</IN><NN>administration</NN><VBD>found</VBD><RP>out</RP><IN>that</IN><VBD>was</VBD><RB>not</RB><VBG>being</VBG><VBN>honored</VBN><IN>by</IN><DT>the</DT><NNP>North</NNP><NNPS>Koreans</NNPS><.>.</.>
And so I decided that a better way to approach the issue was to get other nations involved just besides us .,<CC>And</CC><RB>so</RB><PRP>I</PRP><VBD>decided</VBD><IN>that</IN><DT>a</DT><JJR>better</JJR><NN>way</NN><TO>to</TO><VB>approach</VB><DT>the</DT><NN>issue</NN><VBD>was</VBD><TO>to</TO><VB>get</VB><JJ>other</JJ><NNS>nations</NNS><VBN>involved</VBN><RB>just</RB><IN>besides</IN><PRP>us</PRP><.>.</.>,<CC>And</CC><RB>so</RB><PRP>I</PRP><VBD>decided</VBD><DT>that</DT><DT>a</DT><JJR>better</JJR><NN>way</NN><TO>to</TO><VB>approach</VB><DT>the</DT><NN>issue</NN><VBD>was</VBD><TO>to</TO><VB>get</VB><JJ>other</JJ><NNS>nations</NNS><VBN>involved</VBN><RB>just</RB><IN>besides</IN><PRP>us</PRP><.>.</.>
"And in Crawford , Texas , Jiang Zemin and I agreed that the nuclear-weapons-free peninsula , Korean Peninsula , was in interest and interest and the world 's interest .","<CC>And</CC><IN>in</IN><NNP>Crawford</NNP><,>,</,><NNP>Texas</NNP><,>,</,><NNP>Jiang</NNP><NNP>Zemin</NNP><CC>and</CC><PRP>I</PRP><VBD>agreed</VBD><IN>that</IN><DT>the</DT><JJ>nuclear-weapons-free</JJ><NN>peninsula</NN><,>,</,><NNP>Korean</NNP><NNP>Peninsula</NNP><,>,</,><VBD>was</VBD><IN>in</IN><NN>interest</NN><CC>and</CC><NN>interest</NN><CC>and</CC><DT>the</DT><NN>world</NN><POS>'s</POS><NN>interest</NN><.>.</.>","<CC>And</CC><IN>in</IN><NNP>Crawford</NNP><,>,</,><NNP>Texas</NNP><,>,</,><NNP>Jiang</NNP><NNP>Zemin</NNP><CC>and</CC><PRP>I</PRP><VBD>agreed</VBD><IN>that</IN><DT>the</DT><JJ>nuclear-weapons-free</JJ><NN>peninsula</NN><,>,</,><JJ>Korean</JJ><NN>Peninsula</NN><,>,</,><VBD>was</VBD><IN>in</IN><NN>interest</NN><CC>and</CC><NN>interest</NN><CC>and</CC><DT>the</DT><NN>world</NN><POS>'s</POS><NN>interest</NN><.>.</.>"
"And so we began a new dialogue with North Korea , one that included not only the United States , but now China .","<CC>And</CC><RB>so</RB><PRP>we</PRP><VBD>began</VBD><DT>a</DT><JJ>new</JJ><NN>dialogue</NN><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><,>,</,><CD>one</CD><WDT>that</WDT><VBD>included</VBD><RB>not</RB><JJ>only</JJ><DT>the</DT><NNP>United</NNP><NNPS>States</NNPS><,>,</,><CC>but</CC><RB>now</RB><NNP>China</NNP><.>.</.>","<CC>And</CC><RB>so</RB><PRP>we</PRP><VBD>began</VBD><DT>a</DT><JJ>new</JJ><NN>dialogue</NN><IN>with</IN><NNP>North</NNP><NNP>Korea</NNP><,>,</,><CD>one</CD><IN>that</IN><VBD>included</VBD><RB>not</RB><RB>only</RB><DT>the</DT><NNP>United</NNP><NNPS>States</NNPS><,>,</,><CC>but</CC><RB>now</RB><NNP>China</NNP><.>.</.>"
"And China 's a got a lot of influence over North Korea , some ways more than we do .","<CC>And</CC><NNP>China</NNP><POS>'s</POS><NNP>a</NNP><VBD>got</VBD><DT>a</DT><NN>lot</NN><IN>of</IN><NN>influence</NN><IN>over</IN><NNP>North</NNP><NNP>Korea</NNP><,>,</,><DT>some</DT><NNS>ways</NNS><RBR>more</RBR><IN>than</IN><PRP>we</PRP><VBP>do</VBP><.>.</.>","<CC>And</CC><NNP>China</NNP><POS>'s</POS><DT>a</DT><VBD>got</VBD><DT>a</DT><NN>lot</NN><IN>of</IN><NN>influence</NN><IN>over</IN><NNP>North</NNP><NNP>Korea</NNP><,>,</,><DT>some</DT><NNS>ways</NNS><RBR>more</RBR><IN>than</IN><PRP>we</PRP><VBP>do</VBP><.>.</.>"
"As well , we included South Korea and Russia .","<RB>As</RB><RB>well</RB><,>,</,><PRP>we</PRP><VBD>included</VBD><NNP>South</NNP><NNP>Korea</NNP><CC>and</CC><NNP>Russia</NNP><.>.</.>","<RB>As</RB><RB>well</RB><,>,</,><PRP>we</PRP><VBD>included</VBD><NNP>South</NNP><NNP>Korea</NNP><CC>and</CC><NNP>Russia</NNP><.>.</.>"
So now there are five voices speaking to Kim Jong Il not just one .,<IN>So</IN><RB>now</RB><EX>there</EX><VBP>are</VBP><CD>five</CD><NNS>voices</NNS><VBG>speaking</VBG><TO>to</TO><NNP>Kim</NNP><NNP>Jong</NNP><NNP>Il</NNP><RB>not</RB><RB>just</RB><CD>one</CD><.>.</.>,<RB>So</RB><RB>now</RB><RB>there</RB><VBP>are</VBP><CD>five</CD><NNS>voices</NNS><VBG>speaking</VBG><TO>to</TO><NNP>Kim</NNP><NNP>Jong</NNP><NNP>Il</NNP><RB>not</RB><RB>just</RB><CD>one</CD><.>.</.>
