text,label,prediction
"Well , I would say in the latter that the - and that 's what I found uh - somewhat unsatisfactory about the figures uh - Mr. Nixon , that you used in your previous speech , when you talked about the Truman Administration . You - Mr. Truman came to office in nineteen uh - forty - four and at the end of the war , and uh - difficulties that were facing the United States during that period of transition - 1946 when price controls were lifted - so it 's rather difficult to use an overall figure taking those seven and a half years and comparing them to the last eight years . I prefer to take the overall percentage record of the last twenty years of the Democrats and the eight years of the Republicans to show an overall period of growth . In regard to uh - price stability uh - I 'm not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices . In regard to the exchange of students and labor unions , I am chairman of the subcommittee on Africa and I think that one of the most unfortunate phases of our policy towards that country was the very minute number of exchanges that we had . I think it 's true of Latin America also . We did come forward with a program of students for the Congo of over three hundred which was more than the federal government had for all of Africa the previous year , so that I do n't think that uh - we have moved at least in those two areas with sufficient vigor .","Well, I would say in the latter that the - and that 's what <Claim> I found uh - somewhat unsatisfactory about the figures uh - Mr. Nixon , that you used in your previous speech , when you talked about the Truman Administration . </Claim> <Premise> You - Mr. Truman came to office in nineteen uh - forty - four and at the end of the war , and uh - difficulties that were facing the United States during that period of transition - 1946 when price controls were lifted </Premise> - so <Premise> it 's rather difficult to use an overall figure taking those seven and a half years and comparing them to the last eight years . </Premise> <Claim> I prefer to take the overall percentage record of the last twenty years of the Democrats and the eight years of the Republicans to show an overall period of growth . </Claim> In regard to uh - price stability uh - <Claim> I 'm not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices . </Claim> In regard to the exchange of students and labor unions, <Premise> I am chairman of the subcommittee on Africa </Premise> and <Claim> I think that one of the most unfortunate phases of our policy towards that country was the very minute number of exchanges that we had . </Claim> <Claim> I think it 's true of Latin America also . </Claim> <Premise> We did come forward with a program of students for the Congo of over three hundred which was more than the federal government had for all of Africa the previous year </Premise> , so that <Claim> I do n't think that uh - we have moved at least in those two areas with sufficient vigor . </Claim>","Well, <Claim> I would say in the latter that the - and that 's what I found uh - somewhat unsatisfactory about the figures uh - Mr. Nixon , that you used in your previous speech , when you talked about the Truman Administration . </Claim> You - <Premise> Mr. Truman came to office in nineteen uh - forty - four and at the end of the war , and uh - difficulties that were facing the United States during that period of transition - 1946 when price controls were lifted </Premise> - <Claim> so it 's rather difficult to use an overall figure taking those seven and a half years and comparing them to the last eight years . </Claim> <Claim> I prefer to take the overall percentage record of the last twenty years of the Democrats and the eight years of the Republicans to show an overall period of growth . </Claim> In regard to uh - price stability uh - <Claim> I 'm not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices . </Claim> In regard to the exchange of students and labor unions, <Premise> I am chairman of the subcommittee on Africa and I think that one of the most unfortunate phases of our policy towards that country was the very minute number of exchanges that we had . </Premise> <Claim> I think it 's true of Latin America also . </Claim> <Premise> We did come forward with a program of students for the Congo of over three hundred which was more than the federal government had for all of Africa the previous year </Premise> , so that <Claim> I do n't think that uh - we have moved at least in those two areas with sufficient vigor . </Claim>"
"Do either of you think you can balance the budget in four years ? You have said previously you thought you could , Senator McCain .","Do either of you think you can balance the budget in four years? You have said previously you thought you could, Senator McCain.","Do either of you think you can balance the budget in four years? You have said previously you thought you could, Senator McCain."
"I do , I do . The Persian Gulf , obviously . And Bosnia . And you have already talked about Kosovo . But the reverse side of the question , Governor , that Vice President Gore mentioned , 600,000 people died in Rwanda in 1994 . There was no U.S. intervention , no intervention from the outside world . Was that a mistake not to intervene ?","I do, I do. <Premise> The Persian Gulf </Premise> , obviously. And <Premise> Bosnia . </Premise> And <Premise> you have already talked about Kosovo . </Premise> But the reverse side of the question, Governor, that Vice President Gore mentioned, 600,000 people died in Rwanda in 1994. There was no U.S. intervention, no intervention from the outside world. Was that a mistake not to intervene?","I do, I do. The Persian Gulf, obviously. And Bosnia. And you have already talked about Kosovo. But the reverse side of the question, Governor, that Vice President Gore mentioned, 600,000 people died in Rwanda in 1994. There was no U.S. intervention, no intervention from the outside world. Was that a mistake not to intervene?"
"All right , I want to bring in ...","All right, I want to bring in...","All right, I want to bring in..."
Thank you . Mr. Perot .,Thank you. Mr. Perot.,Thank you. Mr. Perot.
Tell me how it 's affected you again .,Tell me how it 's affected you again.,Tell me how it 's affected you again.
One minute after you .,One minute after you.,One minute after you.
"Senator , I want to take you back to the question that I asked you earlier about what would happen if you were to take over in an emergency , and what you would do first and why . You said you would say a prayer , and you said something about a meeting . What would you do next ? ( Laughter )","Senator, I want to take you back to the question that I asked you earlier about what would happen if you were to take over in an emergency, and what you would do first and why. You said you would say a prayer, and you said something about a meeting. What would you do next? ( Laughter )","Senator, I want to take you back to the question that I asked you earlier about what would happen if you were to take over in an emergency, and what you would do first and why. You said you would say a prayer, and you said something about a meeting. What would you do next? ( Laughter )"
"And as soon as I found it out , he went out the door . ( Laughter )","And as soon as I found it out, he went out the door. ( Laughter )","And as soon as I found it out, he went out the door. ( Laughter )"
"Vice President Gore , do you agree with the governor 's views on nation building , the use of military , our military , for nation building as he described and defined it ?","Vice President Gore, do you agree with the governor 's views on nation building, the use of military, our military, for nation building as he described and defined it?","Vice President Gore, do you agree with the governor 's views on nation building, the use of military, our military, for nation building as he described and defined it?"
"I will not sit here and be lectured by the Vice President on what it means to enforce the laws of our country . I am the only one on this stage who has personally prosecuted everything from child sexual assault to homicide . I 'm the only one on this stage who has prosecuted the big banks for taking advantage of America 's homeowners . I am the only one on this stage who prosecuted for - profit colleges for taking advantage of our veterans . And the reality of this is , that we are talking about an election in 27 days where last week , the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists . And -","I will not sit here and be lectured by the Vice President on what it means to enforce the laws of our country. I am the only one on this stage who has personally prosecuted everything from child sexual assault to homicide. I 'm the only one on this stage who has prosecuted the big banks for taking advantage of America 's homeowners. I am the only one on this stage who prosecuted for - profit colleges for taking advantage of our veterans. And the reality of this is, that we are talking about an election in 27 days where last week, <Claim> the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists . </Claim> And -","<Claim> I will not sit here and be lectured by the Vice President on what it means to enforce the laws of our country . </Claim> <Claim> I am the only one on this stage who has personally prosecuted everything from child sexual assault to homicide . </Claim> <Claim> I 'm the only one on this stage who has prosecuted the big banks for taking advantage of America 's homeowners . </Claim> <Claim> I am the only one on this stage who prosecuted for - profit colleges for taking advantage of our veterans . </Claim> And the reality of this is, that <Premise> we are talking about an election in 27 days where last week , the President of the United States took a debate stage in front of 70 million Americans and refused to condemn white supremacists . </Premise> And -"
"Senator Quayle , I do n't mean to beat this drum until it has no more sound in it . But to follow up on Brit Hume 's question , when you said that it was a hypothetical situation , it is , sir , after all , the reason that we 're here tonight , because you are running not just for Vice President - ( Applause )","Senator Quayle, I do n't mean to beat this drum until it has no more sound in it. But to follow up on Brit Hume 's question, when you said that it was a hypothetical situation, it is, sir, after all, the reason that we 're here tonight, because you are running not just for Vice President - ( Applause )","Senator Quayle, I do n't mean to beat this drum until it has no more sound in it. But to follow up on Brit Hume 's question, when you said that it was a hypothetical situation, it is, sir, after all, the reason that we 're here tonight, because you are running not just for Vice President - ( Applause )"
"Senator , I believe in - in one of your speeches -","Senator, I believe in - in one of your speeches -","Senator, I believe in - in one of your speeches -"
"Brit Hume , a question for Senator Bentsen .","Brit Hume, a question for Senator Bentsen.","Brit Hume, a question for Senator Bentsen."
Government reform ?,Government reform?,Government reform?
Where are the papers ?,Where are the papers?,Where are the papers?
Mr. Perot .,Mr. Perot.,Mr. Perot.
You have a different view of that .,You have a different view of that.,You have a different view of that.
"Susan , he attacked my record . I would like an opportunity to respond .","Susan, he attacked my record. I would like an opportunity to respond.","Susan, he attacked my record. I would like an opportunity to respond."
"Governor , you have a minute to respond .","Governor, you have a minute to respond.","Governor, you have a minute to respond."
Susan -,Susan -,Susan -
"So this is going to be an important issue . I will look for those judges who have an outstanding judicial record , who have the intellect , and who hopefully have a sense of what real - world folks are going through . I 'll just give you one quick example . Senator McCain and I disagreed recently when the Supreme Court made it more difficult for a woman named Lilly Ledbetter to press her claim for pay discrimination . For years , she had been getting paid less than a man had been paid for doing the exact same job . And when she brought a suit , saying equal pay for equal work , the judges said , well , you know , it 's taken you too long to bring this lawsuit , even though she did n't know about it until fairly recently . We tried to overturn it in the Senate . I supported that effort to provide better guidance to the courts ; John McCain opposed it . I think that it 's important for judges to understand that if a woman is out there trying to raise a family , trying to support her family , and is being treated unfairly , then the court has to stand up , if nobody else will . And that 's the kind of judge that I want .","So <Claim> this is going to be an important issue . </Claim> <Claim> I will look for those judges who have an outstanding judicial record </Claim> , <Claim> who have the intellect </Claim> , and <Claim> who hopefully have a sense of what real - world folks are going through . </Claim> <Premise> I 'll just give you one quick example . </Premise> <Premise> Senator McCain and I disagreed recently when the Supreme Court made it more difficult for a woman named Lilly Ledbetter to press her claim for pay discrimination . </Premise> <Premise> For years , she had been getting paid less than a man had been paid for doing the exact same job . </Premise> And <Premise> when she brought a suit , saying equal pay for equal work , the judges said , well , you know , it 's taken you too long to bring this lawsuit , even though she did n't know about it until fairly recently . </Premise> <Premise> We tried to overturn it in the Senate . </Premise> <Premise> I supported that effort to provide better guidance to the courts ; John McCain opposed it . </Premise> <Claim> I think that it 's important for judges to understand that if a woman is out there trying to raise a family , trying to support her family , and is being treated unfairly , then the court has to stand up , if nobody else will . </Claim> And <Claim> that 's the kind of judge that I want . </Claim>","So this is going to be an important issue. I will look for those judges who have an outstanding judicial record, who have the intellect, and who hopefully have a sense of what real - world folks are going through. I 'll just give you one quick example. Senator McCain and I disagreed recently when the Supreme Court made it more difficult for a woman named Lilly Ledbetter to press her claim for pay discrimination. For years, she had been getting paid less than a man had been paid for doing the exact same job. And when she brought a suit, saying equal pay for equal work, the judges said, well, you know, it 's taken you too long to bring this lawsuit, even though she did n't know about it until fairly recently. We tried to overturn it in the Senate. I supported that effort to provide better guidance to the courts; John McCain opposed it. I think that it 's important for judges to understand that if a woman is out there trying to raise a family, trying to support her family, and is being treated unfairly, then the court has to stand up, if nobody else will. And that 's the kind of judge that I want."
"- and turned this economy around by cutting taxes , rolling back regulation , unleashing American energy-","- and turned this economy around by cutting taxes, rolling back regulation, unleashing American energy-","- and turned this economy around by cutting taxes, rolling back regulation, unleashing American energy-"
"Mr. Vice President , Democrats and even some Republicans are still expressing reservations about the qualifications and credentials of Senator Dan Quayle of Indiana , your chosen running mate , to be a heartbeat away from the presidency . What do you see in him that others do not ? ( Laughter )","Mr. Vice President, Democrats and even some Republicans are still expressing reservations about the qualifications and credentials of Senator Dan Quayle of Indiana, your chosen running mate, to be a heartbeat away from the presidency. What do you see in him that others do not? ( Laughter )","Mr. Vice President, Democrats and even some Republicans are still expressing reservations about the qualifications and credentials of Senator Dan Quayle of Indiana, your chosen running mate, to be a heartbeat away from the presidency. What do you see in him that others do not? ( Laughter )"
"One of the reasons , and I first would like to know which programs you 're talking about , and then we could talk on the merits of the programs . But , you see , my fundamental philosophy is give local and state government as much control as possible . That might be the explanation , if you tell me the program . I do strongly support the WIC program . I think it is good . I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid , to challenge the states , and maybe we 're going to have to enforce more on the states in terms of Medicaid taking care of these . But , Peter , so much of it is , gets into a whole other phase of things . The neighborhood , the kind of environment people are growing up in , and that leads me to the programs I 'm talking about in terms of education . I think that part of it is the crime infested neighborhoods , and that 's why I 'm a strong believer in trying to control crimes in the neighborhood , why I was so pleased to be endorsed by the policemen on the beat , the Boston Police Department the other day . I think they understand my commitment to helping them in the neighborhoods . And so it 's a combination of these things . But do not erode out of the system the thousand points of light . The people that are out there trying to help these kids , the programs like cities and schools , the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty . I 'm for Head Start and moving that up . And I 've already made a proposal - and yes , it will cost some money . But I favor that . So these are the combination of things I want , and the fact that I do n't think the federal government can endorse a $ 35 billion program does not mean I have less compassion than the person who endorses such a program .","One of the reasons, and I first would like to know which programs you 're talking about, and then we could talk on the merits of the programs. But, you see, <Claim> my fundamental philosophy is give local and state government as much control as possible . </Claim> That might be the explanation, if you tell me the program. <Claim> I do strongly support the WIC program . </Claim> <Claim> I think it is good . </Claim> <Claim> I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid , to challenge the states </Claim> , and <Claim> maybe we 're going to have to enforce more on the states in terms of Medicaid taking care of these . </Claim> But, Peter, so much of it is, gets into a whole other phase of things. The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I 'm talking about in terms of education. <Claim> I think that part of it is the crime infested neighborhoods </Claim> , and <Claim> that 's why I 'm a strong believer in trying to control crimes in the neighborhood </Claim> , <Claim> why I was so pleased to be endorsed by the policemen on the beat </Claim> , <Premise> the Boston Police Department the other day . </Premise> <Claim> I think they understand my commitment to helping them in the neighborhoods . </Claim> And so <Premise> it 's a combination of these things . </Premise> But do not erode out of the system the thousand points of light. <Premise> The people that are out there trying to help these kids </Premise> , <Premise> the programs like cities and schools , the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty . </Premise> <Claim> I 'm for Head Start and moving that up . </Claim> And <Claim> I 've already made a proposal </Claim> - and <Claim> yes , it will cost some money . </Claim> But <Claim> I favor that . </Claim> So <Claim> these are the combination of things I want </Claim> , and <Claim> the fact that I do n't think the federal government can endorse a $ 35 billion program does not mean I have less compassion than the person who endorses such a program . </Claim>","One of the reasons, and I first would like to know which programs you 're talking about, and then we could talk on the merits of the programs. But, you see, my fundamental philosophy is give local and state government as much control as possible. That might be the explanation, if you tell me the program. I do strongly support the WIC program. I think it is good. I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid, to challenge the states, and maybe we 're going to have to enforce more on the states in terms of Medicaid taking care of these. But, Peter, so much of it is, gets into a whole other phase of things. The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I 'm talking about in terms of education. I think that part of it is the crime infested neighborhoods, and that 's why I 'm a strong believer in trying to control crimes in the neighborhood, why I was so pleased to be endorsed by the policemen on the beat, the Boston Police Department the other day. I think they understand my commitment to helping them in the neighborhoods. And so it 's a combination of these things. But do not erode out of the system the thousand points of light. The people that are out there trying to help these kids, the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty. I 'm for Head Start and moving that up. And I 've already made a proposal - and yes, it will cost some money. But I favor that. So these are the combination of things I want, and the fact that I do n't think the federal government can endorse a $ 35 billion program does not mean I have less compassion than the person who endorses such a program."
"Well -- ( APPLAUSE ) But I do n't -- I think you got to look at the integrity and the honor of the people that are being lobbied and those that are lobbyists . The laws protect the American taxpayer in this regard . If the laws are violated so much , but to suggest if somebody represents a foreign country on anything , that makes him corrupt or against the taxpayer , I do n't agree with that .","Well -- ( APPLAUSE ) But I do n't -- <Claim> I think you got to look at the integrity and the honor of the people that are being lobbied and those that are lobbyists . </Claim> <Claim> The laws protect the American taxpayer in this regard . </Claim> If the laws are violated so much, but to suggest if somebody represents a foreign country on anything, that makes him corrupt or against the taxpayer, <Claim> I do n't agree with that . </Claim>","Well -- ( APPLAUSE ) But I do n't -- <Claim> I think you got to look at the integrity and the honor of the people that are being lobbied and those that are lobbyists . </Claim> <Claim> The laws protect the American taxpayer in this regard . </Claim> <Claim> If the laws are violated so much , but to suggest if somebody represents a foreign country on anything , that makes him corrupt or against the taxpayer , I do n't agree with that . </Claim>"
"Mr. Perot , 1 minute .","Mr. Perot, 1 minute.","Mr. Perot, 1 minute."
"Well , it 's awful easy when you 're dealing with 90 - 90 hindsight . We did try to bring Saddam Hussein into the family of nations ; he did have the 4th largest army . All our Arab allies out there thought we ought to do just exactly that . And when he crossed the line , I stood up and looked into the camera and I said : This aggression will not stand . And we formed a historic coalition , and we brought him down , and we destroyed the 4th largest army . And the battlefield was searched , and there was n't one single iota of evidence that any US weapons were on that battlefield . And the nuclear capability has been searched by the United Nations , and there has n't been one single scintilla of evidence that there 's any US technology involved in it . And what you 're seeing on all this Iraq - gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism . And I can not let that stand , because it is n't true . Yes , we had grain credits for Iraq , and there is n't any evidence that those grain credits were diverted into weaponry -- none , none whatsoever . ( APPLAUSE ) And so I just have to say , it 's fine . You ca n't stand there , Governor Clinton , and say , well , I think I 'd have been -- I have supported the minority , let sanctions work or wish it would go away -- but I would have voted with the majority . Come on , that 's not leadership .","Well, it 's awful easy when you 're dealing with 90 - 90 hindsight. <Claim> We did try to bring Saddam Hussein into the family of nations ; </Claim> <Premise> he did have the 4th largest army . </Premise> <Premise> All our Arab allies out there thought we ought to do just exactly that . </Premise> And <Premise> when he crossed the line , I stood up and looked into the camera and I said : This aggression will not stand . </Premise> And <Premise> we formed a historic coalition , and we brought him down , and we destroyed the 4th largest army . </Premise> And <Premise> the battlefield was searched , and there was n't one single iota of evidence that any US weapons were on that battlefield . </Premise> And <Premise> the nuclear capability has been searched by the United Nations , and there has n't been one single scintilla of evidence that there 's any US technology involved in it . </Premise> And <Claim> what you 're seeing on all this Iraq - gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism . </Claim> And <Claim> I can not let that stand </Claim> , because <Claim> it is n't true . </Claim> Yes, <Premise> we had grain credits for Iraq , and there is n't any evidence that those grain credits were diverted into weaponry -- none , none whatsoever . </Premise> ( APPLAUSE ) And so I just have to say, it 's fine. <Claim> You ca n't stand there , Governor Clinton , and say , well , I think I 'd have been -- I have supported the minority , let sanctions work or wish it would go away -- but I would have voted with the majority . </Claim> Come on, <Claim> that 's not leadership . </Claim>","Well, <Claim> it 's awful easy when you 're dealing with 90 - 90 hindsights . </Claim> <Premise> We did try to bring Saddam Hussein into the family of nations ; </Premise> <Premise> he did have the 4th largest army . </Premise> <Premise> All our Arab allies out there thought we ought to do just exactly that . </Premise> And <Premise> when he crossed the line , I stood up and looked into the camera and I said : This aggression will not stand . </Premise> And <Premise> we formed a historic coalition , and we brought him down , and we destroyed the 4th largest army . </Premise> And <Premise> the battlefield was searched , and there was n't one single iota of evidence that any US weapons were on that battlefield . </Premise> And <Premise> the nuclear capability has been searched by the United Nations , and there has n't been one single scintilla of evidence that there 's any US technology involved in it . </Premise> And <Premise> what you 're seeing on all this Iraq - gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism . </Premise> And <Claim> I can not let that stand </Claim> , because <Premise> it is n't true . </Premise> Yes, <Premise> we had grain credits for Iraq </Premise> , and <Premise> there is n't any evidence that those grain credits were diverted into weaponry -- none , none whatsoever . </Premise> ( APPLAUSE ) And so I just have to say, it 's fine. You ca n't stand there, Governor Clinton, and say, well, <Claim> I think I 'd have been -- I have supported the minority , let sanctions work or wish it would go away -- but I would have voted with the majority . </Claim> Come on, that 's not leadership."
Sure .,Sure.,Sure.
Mr. Vice President .,Mr. Vice President.,Mr. Vice President.
"Mr. Perot , 1 minute .","Mr. Perot, 1 minute.","Mr. Perot, 1 minute."
"Thank you , Carole , and thank you , ladies and gentlemen . Since I suggested this format I hope it 's been good for all of you . I really tried to be faithful to your request that we answer the questions specifically and pointedly . I thought I owed that to you and I respect you for being here and for the impact you 've had on making this a more positive experience . These problems are not easy . They 're not going to be solved overnight . But I want you to think about just 2 or 3 things . First of all , the people of my state have let me be their governor for 12 years because I made commitments to 2 things -- more jobs and better schools . Our schools are now better . Our children get off to a better start from pre - school programs and smaller classes in the early grades , and we have one of the most aggressive adult education programs in the country . We talked about that . This year my state ranks first in the country in job growth , 4th in manufacturing in job growth , 4th in income growth , 4th in the decline of poverty . I 'm proud of that . It happened because I could work with people -- Republicans and Democrats . That 's why we 've had 24 retired generals and admirals , hundreds of business people , many of them Republican , support this campaign . You have to decide whether you want to change or not . We do not need 4 more years of an economic theory that does n't work . We 've had 12 years of trickle down economics . It 's time to put the American people first , to invest and grow this economy . I 'm the only person here who 's ever balanced a government budget and I 've presented 12 of them and cut spending repeatedly . But you can not just get there by balancing the budget . We 've got to grow the economy by putting people first -- real people like you . I got into this race because I did not want my child to grow up to be part of the first generation of Americans to do worse than her parents . We 're better than that . We can do better than that . I want to make America as great as it can be and I ask for your help in doing it . Thank you very much .","Thank you, Carole, and thank you, ladies and gentlemen. Since I suggested this format I hope it 's been good for all of you. I really tried to be faithful to your request that we answer the questions specifically and pointedly. I thought I owed that to you and I respect you for being here and for the impact you 've had on making this a more positive experience. <Premise> These problems are not easy . </Premise> <Claim> They 're not going to be solved overnight . </Claim> But I want you to think about just 2 or 3 things. First of all, <Claim> the people of my state have let me be their governor for 12 years </Claim> because <Premise> I made commitments to 2 things -- more jobs and better schools . </Premise> <Premise> Our schools are now better . </Premise> <Premise> Our children get off to a better start from pre - school programs and smaller classes in the early grades </Premise> , and <Premise> we have one of the most aggressive adult education programs in the country . </Premise> We talked about that. <Premise> This year my state ranks first in the country in job growth , 4th in manufacturing in job growth , 4th in income growth , 4th in the decline of poverty . </Premise> I 'm proud of that. <Claim> It happened </Claim> because <Premise> I could work with people -- Republicans and Democrats . </Premise> <Premise> That 's why we 've had 24 retired generals and admirals , hundreds of business people , many of them Republican , support this campaign . </Premise> <Claim> You have to decide whether you want to change or not . </Claim> <Premise> We do not need 4 more years of an economic theory that does n't work . </Premise> <Premise> We 've had 12 years of trickle down economics . </Premise> <Claim> It 's time to put the American people first </Claim> , <Claim> to invest and grow this economy . </Claim> <Premise> I 'm the only person here who 's ever balanced a government budget and I 've presented 12 of them and cut spending repeatedly . </Premise> But <Claim> you can not just get there by balancing the budget . </Claim> <Claim> We 've got to grow the economy by putting people first -- real people like you . </Claim> <Claim> I got into this race </Claim> because <Premise> I did not want my child to grow up to be part of the first generation of Americans to do worse than her parents . </Premise> <Claim> We 're better than that . </Claim> <Claim> We can do better than that . </Claim> <Claim> I want to make America as great as it can be </Claim> and I ask for your help in doing it. Thank you very much.","it can be . Thank you, Carole, and thank you, ladies and gentlemen. Since I suggested this format I hope it 's been good for all of you. I really tried to be faithful to your request that we answer the questions specifically and pointedly. I thought I owed that to you and I respect you for being here and for the impact you 've had on making this a more positive experience. These problems are not easy. They 're not going to be solved overnight. But I want you to think about just 2 or 3 things. First of all, the people of my state have let me be their governor for 12 years because I made commitments to 2 things -- more jobs and better schools. Our schools are now better. Our children get off to a better start from pre - school programs and smaller classes in the early grades, and we have one of the most aggressive adult education programs in the country. We talked about that. This year my state ranks first in the country in job growth, 4th in manufacturing in job growth, 4th in income growth, 4th in the decline of poverty. I 'm proud of that. It happened because I could work with people -- Republicans and Democrats. That 's why we 've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign. You have to decide whether you want to change or not. We do not need 4 more years of an economic theory that does n't work. We 've had 12 years of trickle down economics. It 's time to put the American people first, to invest and grow this economy. I 'm the only person here who 's ever balanced a government budget and I 've presented 12 of them and cut spending repeatedly. But you can not just get there by balancing the budget. We 've got to grow the economy by putting people first -- real people like you. I got into this race because I did not want my child to grow up to be part of the first generation of Americans to do worse than her parents. We 're better than that. We can do better than that. I want to make America as great as it can be. Thank you, Carole, and thank you, ladies and gentlemen. Since I suggested this format I hope it 's been good for all of you. I really tried to be faithful to your"
"Governor , is that true ?","Governor, is that true?","Governor, is that true?"
"I think it 's a triumph . I thought the president made the right decision in joining NATO and bombing Serbia . I supported them when they did so . I called upon the Congress not to hamstring the administration , and in terms of forcing troop withdrawals on a timetable that was n't necessarily in our best interest or fit our nation 's strategy , and so I think it 's good public policy , I think it worked , and I 'm pleased I took -- made the decision I made . I 'm pleased the president made the decision he made . Because freedom took hold in that part of the world , but there 's a lot of work left to be done , however .","<Claim> I think it 's a triumph . </Claim> <Claim> I thought the president made the right decision in joining NATO and bombing Serbia . </Claim> <Claim> I supported them when they did so . </Claim> <Premise> I called upon the Congress not to hamstring the administration </Premise> , and <Premise> in terms of forcing troop withdrawals on a timetable that was n't necessarily in our best interest or fit our nation 's strategy </Premise> , and so <Claim> I think it 's good public policy </Claim> , I think <Premise> it worked </Premise> , and <Claim> I 'm pleased I took -- made the decision I made . </Claim> <Claim> I 'm pleased the president made the decision he made . </Claim> Because <Premise> freedom took hold in that part of the world </Premise> , but <Claim> there 's a lot of work left to be done </Claim> , however.","<Claim> I think it 's a triumph . </Claim> <Claim> I thought the president made the right decision in joining NATO and bombing Serbia . </Claim> <Claim> I supported them when they did so . </Claim> <Claim> I called upon the Congress not to hamstring the administration </Claim> , and <Claim> in terms of forcing troop withdrawals on a timetable that was n't necessarily in our best interest or fit our nation 's strategy </Claim> , and so <Claim> I think it 's good public policy </Claim> , <Claim> I think it worked </Claim> , and <Claim> I 'm pleased I took -- made the decision I made . </Claim> <Claim> I 'm pleased the president made the decision he made . </Claim> Because <Premise> freedom took hold in that part of the world </Premise> , but <Claim> there 's a lot of work left to be done </Claim> , however."
"HELEN_THOMAS_(upi ): Governor Clinton , your credibility has come into question because of your different responses on the Vietnam draft . If you had it to do over again , would you put on the nation 's uniform , and if elected , could you in good conscience send someone to war ?","HELEN_THOMAS_(upi ): Governor Clinton, <Claim> your credibility has come into question because of your different responses on the Vietnam draft . </Claim> If you had it to do over again, would you put on the nation 's uniform, and if elected, could you in good conscience send someone to war?","HELEN_THOMAS_(upi): Governor Clinton, your credibility has come into question because of your different responses on the Vietnam draft. If you had it to do over again, would you put on the nation 's uniform, and if elected, could you in good conscience send someone to war?"
"John , a question for the governor .","John, a question for the governor.","John, a question for the governor."
"They sneer at common sense advice . Midwestern advice . Midwestern advice from a grandmother to a grandson . Important advice . Something that we ought to talk about , because if you want to , you can make a difference . You , America can make a difference . You 're going to have that choice come this election . Everyone can make a difference if they want to .","They sneer at common sense advice. Midwestern advice. Midwestern advice from a grandmother to a grandson. Important advice. Something that we ought to talk about, because if you want to, you can make a difference. You, <Claim> America can make a difference . </Claim> <Claim> You 're going to have that choice come this election . </Claim> <Claim> Everyone can make a difference if they want to . </Claim>","<Claim> They sneer at common sense advice . </Claim> <Claim> Midwestern advice . </Claim> <Claim> Midwestern advice from a grandmother to a grandson . </Claim> <Claim> Important advice . </Claim> <Claim> Something that we ought to talk about </Claim> , because <Premise> if you want to , you can make a difference . </Premise> <Claim> You , America can make a difference . </Claim> <Claim> You 're going to have that choice come this election . </Claim> <Claim> Everyone can make a difference if they want to . </Claim>"
"Tom Brokaw , a question for Senator Quayle .","Tom Brokaw, a question for Senator Quayle.","Tom Brokaw, a question for Senator Quayle."
What about a woman ?,What about a woman?,What about a woman?
"All right , the next question goes to Governor Clinton , and Gene Gibbons will ask it . Gene ?","All right, the next question goes to Governor Clinton, and Gene Gibbons will ask it. Gene?","All right, the next question goes to Governor Clinton, and Gene Gibbons will ask it. Gene?"
